-2.725453,-3.7503588,-4.1559987,-2.4600124,-2.4826016,-3.1661928,-2.3349278,-2.8844414,-3.6574917,-4.700079,-5.344862,-1.659237,-2.198183,-4.3918114,-5.056146,-4.156914,-3.1171565,-5.270556,-4.362782,-2.301015
-3.4757283,-4.0597825,-2.6046405,-2.0247593,-3.8662794,-2.7972994,-2.748365,-4.5039425,-2.4491014,-4.279084,-3.012288,-2.3798227,-3.5615482,-2.8678908,-2.8391342,-4.3995304,-4.5968723,-4.9975586,-4.671017,-4.47192
-2.3231733,-4.2476244,-2.857165,-2.2201288,-2.77923,-3.9809625,-4.1656866,-4.292205,-2.7861178,-4.1480503,-3.6821735,-4.0850716,-3.9249692,-2.5784812,-4.489502,-4.4355016,-2.7981367,-4.3781543,-4.3050237,-3.7864566
-5.3064623,-2.6049974,-2.6996746,-2.316171,-2.504105,-3.3387628,-3.987339,-3.1067622,-2.4414434,-4.745131,-5.123336,-4.7991266,-2.4193234,-2.3301897,-3.3120694,-4.2655525,-4.88186,-4.976578,-4.4144173,-4.7742157
-5.301,-2.4400234,-2.902747,-3.310154,-2.1263962,-4.0859404,-2.2914362,-4.4624276,-4.4476643,-4.081422,-4.600586,-4.337645,-3.2041612,-3.88882,-2.6353877,-2.6834152,-4.664347,-4.583502,-3.8149931,-4.9233675
-5.1685853,-3.927487,-3.124226,-3.7455325,-4.196585,-4.6909866,-3.7927108,-2.74738,-2.0578709,-5.02906,-4.833733,-2.1370082,-2.3220093,-4.145877,-1.8185945,-4.3221436,-1.7299116,-3.0039582,-3.6547678,-3.784413
-2.697301,-3.8815768,-2.7929676,-4.1220756,-3.6462858,-3.9792688,-4.385847,-4.632299,-4.3219724,-4.353778,-2.9511409,-1.6993788,-4.339395,-4.5109324,-3.239322,-4.0817494,-3.8560777,-2.2176058,-2.40546,-2.7025416
-2.241346,-4.223165,-4.2644672,-2.6054695,-4.1725593,-3.9414725,-4.121959,-2.6775851,-4.7856545,-3.0428605,-4.4528584,-3.0540192,-2.4187279,-4.303988,-2.8335683,-3.5888972,-4.2241044,-3.8653083,-4.0759497,-3.5666728
-5.070314,-4.0494556,-2.1936562,-3.6050954,-2.4927955,-3.9102542,-2.2817466,-3.9925525,-3.903195,-2.5371096,-3.800456,-4.1060467,-3.6714754,-3.1642644,-4.4184914,-3.5366166,-4.2231607,-3.7885592,-4.4220643,-4.309753
-2.1503847,-3.0777617,-5.0272784,-4.8327246,-4.7189226,-3.8241744,-5.068446,-4.425579,-4.927542,-2.078988,-4.492438,-5.043923,-3.0661073,-4.426453,-4.501561,-1.2295718,-4.7711077,-1.9972003,-4.061133,-1.8946023
-5.084874,-2.5134325,-2.6263704,-3.1107757,-2.9769819,-3.7540624,-3.7292833,-2.7124507,-4.3190656,-4.2292695,-2.9856517,-2.7882633,-3.8914776,-4.296178,-2.841315,-4.37546,-4.401231,-1.8248544,-2.729632,-4.511891
-5.0073028,-3.4227905,-4.340463,-3.9032722,-3.253155,-4.506279,-3.3660948,-2.87563,-2.5413437,-1.8717014,-2.2808347,-5.2517977,-2.205114,-4.286853,-3.0179553,-4.510808,-4.0148635,-4.8338885,-4.823277,-4.8602967
-4.434739,-2.3993433,-2.9741647,-3.2794068,-4.0817094,-3.6835182,-3.4243095,-4.314503,-3.1611013,-3.8363323,-2.6846983,-2.9695382,-4.3338757,-3.8489814,-4.1442976,-3.7698593,-3.6733541,-3.2367818,-3.982736,-3.373587
-2.529557,-4.2556167,-2.9408855,-4.2290945,-4.0660315,-2.8714538,-2.7940478,-2.381749,-3.5038147,-4.3295193,-2.9180224,-4.330844,-4.3614473,-3.1103675,-4.349288,-2.6329155,-4.1768513,-2.979765,-4.3245645,-2.8949075
-5.1720805,-2.6476135,-3.8613935,-3.3580775,-2.0795221,-3.8961465,-4.0706787,-2.8163173,-2.5515976,-2.582805,-4.048809,-4.308429,-2.2975147,-4.597362,-2.977469,-3.9258132,-5.0496826,-4.4395614,-3.4016404,-4.70855
-2.2663064,-3.4902208,-4.8526883,-4.5400515,-4.595233,-4.747958,-4.1393104,-4.3271284,-2.246654,-4.5835605,-4.925692,-2.5038457,-4.436488,-3.0351691,-4.5650816,-2.1035368,-2.4854984,-2.3322225,-3.4407554,-2.282038
-2.35787,-3.1203687,-4.307278,-2.6308548,-4.4634113,-3.3411074,-2.035738,-4.5385995,-5.1348424,-1.862273,-3.233737,-4.5577803,-4.2433863,-2.7071445,-2.6850429,-4.3101664,-2.4616039,-4.6443644,-4.0948973,-3.9394276
-2.3039367,-4.3474407,-4.536717,-3.5014765,-4.272615,-5.0968137,-2.081214,-2.7070432,-4.546548,-3.4265501,-3.5345182,-4.774818,-4.312645,-4.6280966,-2.472754,-2.8008652,-2.3361793,-4.54211,-2.5703597,-3.4639122
-5.35328,-3.3792074,-2.118746,-2.7610483,-3.234881,-2.3880289,-2.4927247,-4.6774735,-5.1079373,-4.5642,-2.9287655,-2.7469287,-3.5155778,-4.0437393,-5.009856,-4.476269,-4.4058065,-2.1178896,-3.9812312,-4.6501207
-2.2957795,-4.0918636,-2.6046643,-4.2692323,-4.4435205,-3.2717001,-4.701686,-2.5164428,-2.8807032,-4.722018,-5.0709476,-4.6897273,-2.4553416,-2.5497506,-4.4106216,-1.2709478,-3.119529,-3.8221974,-3.9386907,-2.2972329
-5.049043,-2.373026,-2.2908497,-2.8024335,-2.4695897,-3.7074785,-3.2478454,-4.8071322,-4.4455585,-3.2989151,-3.7096295,-3.484796,-3.5439095,-3.4949343,-5.120365,-4.039255,-3.8026352,-4.296535,-4.7123504,-4.9129405
-2.688399,-2.756516,-3.4129105,-4.1892343,-4.620387,-2.8017237,-4.2197037,-4.72401,-2.5346794,-4.291356,-4.5637913,-2.8287575,-4.213162,-1.5700479,-4.3003154,-2.8598344,-3.7032852,-2.8751984,-2.3666778,-3.4080691
-2.2388644,-3.9392304,-3.1175148,-2.2826855,-2.97453,-4.3260474,-4.3767805,-2.898178,-2.093662,-4.2696157,-5.136637,-3.9234302,-2.5669506,-2.368835,-4.508459,-3.78622,-4.313696,-2.171343,-4.150714,-3.2653737
-5.171833,-4.242254,-3.5815678,-3.925227,-4.0200934,-4.4553814,-2.903365,-2.8160958,-2.0726998,-2.9583764,-4.322459,-2.9703624,-3.5649257,-2.676904,-1.7927303,-4.084064,-4.3766384,-4.7408786,-2.2230537,-4.5629344
-2.5052278,-4.303707,-4.739743,-4.0263457,-4.162736,-2.5976217,-2.883002,-2.8174667,-2.4065037,-4.9264836,-5.1089683,-4.3195887,-2.5954657,-2.1181905,-2.129183,-2.577488,-2.863209,-5.214849,-3.9674635,-2.2440774
-5.122586,-4.677233,-3.97065,-4.0244546,-2.6626906,-4.5644083,-2.347702,-2.7143743,-4.6238456,-2.3071256,-2.6519222,-3.9932568,-2.8255584,-4.5118065,-4.582605,-4.422062,-4.0376716,-4.631984,-3.8178318,-4.5442576
-3.0392952,-2.5778584,-3.4078624,-3.08473,-4.301066,-2.086986,-3.8791127,-3.123213,-4.7850523,-4.116407,-4.350225,-2.4152603,-3.0749934,-4.9227214,-4.0037637,-4.104606,-4.3733,-4.1413064,-4.2391944,-4.7667565
-4.5242953,-3.3555236,-4.0796843,-4.3341923,-2.418473,-3.2397964,-4.363463,-4.500913,-3.983228,-2.504084,-1.7078706,-4.2060146,-3.902482,-3.9690094,-3.48774,-4.3845043,-2.968856,-4.3295054,-4.3392215,-4.1509433
-4.4301267,-4.309038,-2.3165967,-2.7986033,-3.9410856,-3.8837512,-3.369597,-4.302401,-2.1413095,-3.1114106,-3.70021,-4.121284,-4.263552,-4.636604,-4.71686,-3.047081,-3.1474783,-2.2710283,-4.1352167,-3.7446363
-4.6840463,-2.3981404,-3.5610187,-2.3980565,-2.4423683,-4.5118213,-2.8593776,-4.376363,-3.6938655,-3.016465,-5.049742,-4.857024,-2.2564275,-4.5843525,-4.7629123,-1.6064912,-4.7485533,-4.6721582,-4.799781,-2.6747642
-2.335821,-2.2495632,-3.8469002,-2.450524,-4.1706815,-3.3213315,-3.5914056,-2.8187666,-4.398076,-4.7705216,-4.8648133,-2.373842,-4.2390537,-4.396124,-4.777911,-4.218064,-1.7481622,-4.589009,-4.4834385,-2.2801676
-3.519086,-2.6967676,-2.073921,-2.4052744,-4.3557634,-2.784978,-4.325336,-2.4105284,-4.4392405,-3.7649586,-4.0287232,-3.9711013,-4.0260777,-3.0116248,-4.5544667,-3.8267882,-4.2392898,-4.4182053,-4.8823066,-4.786531
-4.8683743,-2.866532,-2.1008995,-2.8289108,-4.0630407,-3.4791174,-2.3129401,-4.2706046,-4.5755787,-4.263164,-3.2930777,-2.791908,-3.1429374,-4.659388,-4.567368,-4.3291097,-4.0017114,-3.7609317,-3.9138389,-5.157131
-2.708629,-2.5839853,-3.1773927,-3.075753,-4.409751,-2.4359188,-3.4527442,-4.7243495,-4.9392633,-3.9156997,-4.0072036,-4.53007,-2.5620415,-4.6948686,-3.025901,-4.3804493,-4.5122547,-1.8637892,-4.7667933,-4.1521564
-4.76865,-2.8833594,-4.1450605,-3.723511,-4.2573514,-1.9804342,-4.076835,-2.375483,-1.9310946,-4.5479717,-4.751287,-4.452037,-2.3837204,-2.1957228,-4.5481,-4.690041,-4.5819716,-4.3021173,-4.5441737,-2.8861103
